NR_CONTA;20009
DT. MOV;CD.OPER;OPERACAO;HIST. AUX; CONCIL.;ESPECIE;NR. DOC;CREDITO;DEBITO;SALDO;SLD. CONCIL"
31/12/2025;;;;;;;;;-81.516,00;-1.826.949,58
TOTAL DIA;;;;;;;0,00 ;9,59;-76.857,31;-1.827.245,12
19/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;190.126/1;;1,50;-76.858,81
TOTAL DIA;;;;;;;0,00 ;1,50;-76.858,81;-1.827.246,62
20/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;200.126/1;;0,20;-76.859,01
TOTAL DIA;;;;;;;0,00 ;0,20;-76.859,01;-1.827.246,82
21/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;210.126/1;;103,50;-76.962,51
21/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;210.126/2;;1,94;-76.964,45
TOTAL DIA;;;;;;;0,00 ;105,44;-76.964,45;-1.827.352,26
22/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;220.126/1;;0,99;-76.965,44
TOTAL DIA;;;;;;;0,00 ;0,99;-76.965,44;-1.827.353,25
23/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;432;50,11;;-76.915,33
23/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.126/1;;0,99;-76.916,32
23/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.126/2;;0,30;-76.916,62
TOTAL DIA;;;;;;;50,11 ;1,29;-76.916,62;-1.827.304,43
26/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;260.126/1;;1,49;-76.918,11
26/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;260.126/2;;0,99;-76.919,10
TOTAL DIA;;;;;;;0,00 ;2,48;-76.919,10;-1.827.306,91
27/01/2026;511;CREDITO RECEBIMENTO DE FATURA;RECEB  COB  BANCARIA;Sim;Dinheiro;434;159,59;;-76.759,51
27/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;270.126/1;;0,20;-76.759,71
TOTAL DIA;;;;;;;159,59 ;0,20;-76.759,71;-1.827.147,52
28/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;280.126/1;;0,30;-76.760,01
28/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;280.126/2;;0,10;-76.760,11
TOTAL DIA;;;;;;;0,00 ;0,40;-76.760,11;-1.827.147,92
29/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;290.126/1;;1,10;-76.761,21
29/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;290.126/2;;0,20;-76.761,41
29/01/2026;75;TRANSFERENCIA ENTRE CONTAS;RECOMPRAS TITULOS;Sim;Outro documento;;;4.844,05;-81.605,46
TOTAL DIA;;;;;;;0,00 ;4.845,35;-81.605,46;-1.827.149,22
30/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;300.126/1;;26,53;-81.631,99
30/01/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;300.126/2;;0,30;-81.632,29
30/01/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;300.126/3;;0,10;-81.632,39
TOTAL DIA;;;;;;;0,00 ;26,93;-81.632,39;-1.827.176,15
02/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.226/1;;32,56;-81.664,95
02/02/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;20.226/2;;0,49;-81.665,44
02/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.226/3;;1,97;-81.667,41
02/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.226/4;;0,10;-81.667,51
TOTAL DIA;;;;;;;0,00 ;35,12;-81.667,51;-1.827.211,27
03/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;30.226/1;;0,70;-81.668,21
03/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;30.226/2;;0,20;-81.668,41
TOTAL DIA;;;;;;;0,00 ;0,90;-81.668,41;-1.827.212,17
04/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;40.226/1;;12,10;-81.680,51
04/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;40.226/2;;1,90;-81.682,41
TOTAL DIA;;;;;;;0,00 ;14,00;-81.682,41;-1.827.226,17
11/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;110.226/1;;41,72;-81.724,13
11/02/2026;501;DEBITO IOF FATURA DESCONTADA;DESP  COB  BANCARIA;Sim;Dinheiro;110.226/2;;0,77;-81.724,90
TOTAL DIA;;;;;;;0,00 ;42,49;-81.724,90;-1.827.268,66
13/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;130.226/1;;0,10;-81.725,00
TOTAL DIA;;;;;;;0,00 ;0,10;-81.725,00;-1.827.268,76
19/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;190.226/1;;46,99;-81.771,99
TOTAL DIA;;;;;;;0,00 ;46,99;-81.771,99;-1.827.315,75
23/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.226/1;;0,99;-81.772,98
TOTAL DIA;;;;;;;0,00 ;0,99;-81.772,98;-1.827.316,74
27/02/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;270.226/1;;0,10;-81.773,08
TOTAL DIA;;;;;;;0,00 ;0,10;-81.773,08;-1.827.316,84
02/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;20.326/1;;0,10;-81.773,18
TOTAL DIA;;;;;;;0,00 ;0,10;-81.773,18;-1.827.316,94
12/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;120.326/1;;0,20;-81.773,38
TOTAL DIA;;;;;;;0,00 ;0,20;-81.773,38;-1.827.317,14
16/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;160.326/1;;0,30;-81.773,68
TOTAL DIA;;;;;;;0,00 ;0,30;-81.773,68;-1.827.317,44
17/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;170.326/1;;0,10;-81.773,78
TOTAL DIA;;;;;;;0,00 ;0,10;-81.773,78;-1.827.317,54
20/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;200.326/1;;0,20;-81.773,98
TOTAL DIA;;;;;;;0,00 ;0,20;-81.773,98;-1.827.317,74
23/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;230.326/1;;0,30;-81.774,28
TOTAL DIA;;;;;;;0,00 ;0,30;-81.774,28;-1.827.318,04
30/03/2026;505;DEBITO DE DESCONTO DE FATURA;DESP  COB  BANCARIA;Sim;Dinheiro;300.326/1;;1,19;-81.775,47
30/03/2026;910;PAGAMENTO EM DINHEIRO;2 083 333 1 BANCO DO;Sim;Dinheiro;;;11.001,64;-92.777,11
TOTAL DIA;;;;;;;0,00 ;11.002,83;-92.777,11;-1.838.320,87
TOTAL GERAL;;;;;;;5.354,89;16.616,00;-92.777,11;-1.838.320,87
